region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,C1_scaled_loading,C1_raw_weight,C2_scaled_loading,C2_raw_weight,C3_scaled_loading,C3_raw_weight,C4_scaled_loading,C4_raw_weight,C5_scaled_loading,C5_raw_weight,C6_scaled_loading,C6_raw_weight
MYS_06_32,1,115.75,3.75,32,6,True,305.949792037308,5.3717834350355105,169.05179803176756,3.1790551478815754,1208.8458841291674,14.20698213134062,561.6966284597464,8.313245273889587,426.65645004955945,4.7602417073501595,522.7890168649559,7.063778343059921
MYS_07_02,1,100.75,4.25,2,7,True,321.18319289022924,5.639247353922567,191.44215634337692,3.600110615390172,345.32988965776235,4.058495492434032,854.6935441283616,12.64967013569717,1033.2321290917455,11.527857304642685,49.38818295193192,0.667319254775116
MYS_07_03,1,101.25,4.25,3,7,True,328.9197438193529,5.775083615972737,213.63953421639684,4.017537044557379,454.89739013350317,5.346189434127741,820.8455889933545,12.148712254165057,937.2496382201721,10.456972624077919,43.60196345986086,0.5891374823626311
MYS_07_04,1,101.75,4.25,4,7,True,671.7174097201614,11.793832022346072,265.75807659365245,4.997637359215748,538.6394192324209,6.33036907743073,679.8247889073646,10.061570476138524,682.7258534277861,7.617229463648501,95.88946852358251,1.2956315630849904
MYS_07_05,1,102.25,4.25,5,7,True,1269.7884162517605,22.29460048003372,332.16326131225674,6.246401032738083,543.7562851277372,6.390505132239399,469.32660199484013,6.94614665329769,359.6628584568223,4.012788601255345,192.85994973628874,2.605869465966093
MYS_07_06,1,102.75,4.25,6,7,True,1645.0042601667158,28.88253845993417,383.98825045516764,7.2209810161625585,471.0992475080656,5.536602042746378,307.74166398543633,4.5546506852305,203.9316720411647,2.275282725919753,225.65143918060525,3.0489388601214698
MYS_07_07,1,103.25,4.25,7,7,True,1733.357371531051,30.43381841636215,418.0437240726539,7.861401467040403,318.87248007244284,3.7475543293336813,214.50219169410397,3.174684057174754,248.87356801891966,2.7767032191898102,182.8905914368302,2.471166297042958
MYS_07_28,1,113.75,4.25,28,7,True,363.0827663121723,6.374908695426606,873.2586215896731,16.42181478528219,819.3234894111501,9.62911345993224,643.816154231061,9.528634017426185,616.5912829689848,6.879360528210856,400.2270459252379,5.407755419704675
MYS_07_29,1,114.25,4.25,29,7,True,382.08461320560934,6.708537967398129,810.4032112851926,15.239805377354344,1007.6957090314655,11.842961224417689,605.3962064012705,8.96000954375805,503.95612593440956,5.622680658100748,342.1470591739636,4.622994953543551
MYS_07_30,1,114.75,4.25,30,7,True,361.32453121646347,6.344038080679219,646.2593122816486,12.153044318341466,1092.1092434093273,12.83503274510911,576.497396446083,8.532300201902506,465.5516174791905,5.194198344338515,339.4214463772116,4.586167239065691
MYS_07_31,1,115.25,4.25,31,7,True,311.39650231602417,5.467415296249776,392.04407623057403,7.3724725394702855,1107.898328017047,13.020594234656384,554.2877103412035,8.20359150277384,458.1399237413653,5.111505457242109,361.9787278356462,4.890954889731959
MYS_07_32,1,115.75,4.25,32,7,True,280.5239218220466,4.92536290461381,222.54015585037988,4.184915134316251,1128.6529229877642,13.26451297050467,554.5742620232511,8.207832536627006,458.45580341461016,5.115029753183046,407.80800134111234,5.510187159773517
MYS_07_33,1,116.25,4.25,33,7,True,269.0937118346358,4.724674379021143,124.8623795882328,2.348063701352189,1156.8230852014597,13.595583288451152,579.4653681381824,8.576226897190034,454.7844698532618,5.074068377494727,484.5565128890339,6.547191488948884
MYS_07_34,1,116.75,4.25,34,7,True,271.44575424680346,4.765970901512788,97.58306061643178,1.8350702850283294,1112.6352926201475,13.076265492966968,604.5858557177291,8.94801615863018,459.6268332807201,5.128095031367782,552.7573454940022,7.468701981312717
MYS_07_35,1,117.25,4.25,35,7,True,284.0535362135247,4.98733491640682,118.47540166331159,2.2279552181060587,1003.3304102864872,11.791657975523767,637.5647801609473,9.436112176790974,474.717304758608,5.296460684117848,624.7981643050126,8.442097288630297
MYS_07_36,1,117.75,4.25,36,7,True,289.9503984384195,5.0908704233520705,105.9281866603306,1.9920021616392591,866.2936140620583,10.181130661118319,591.7700091292407,8.758338544978132,454.6083847298691,5.072103781041725,647.6904483195499,8.751411399731518
MYS_07_37,1,118.25,4.25,37,7,True,292.13837135008805,5.129286258071038,60.90763112051765,1.145381004599358,661.2774226178451,7.771674330312613,463.53905876670234,6.8604896207449375,397.67789770528725,4.436925574494765,636.1779904694254,8.595858303140535
MYS_07_38,1,118.75,4.25,38,7,True,295.03460452765927,5.180137534366006,29.730807941692678,0.5590941896989199,557.5694621645364,6.552844733933308,386.75655703248447,5.724090117315926,355.8094495491714,3.969795795695875,616.704603575166,8.332739369551252
MYS_08_02,1,100.75,4.75,2,8,True,159.0477538272545,2.792517307168714,169.6395582128656,3.190108103550751,554.0498005257231,6.511479849734685,970.8147947696989,14.368292589848906,961.6585294138737,10.72930466517781,56.9378874519117,0.7693287412468546
